"return-date","order-id","sku","asin","fnsku","product-name","quantity","fulfillment-center-id","detailed-disposition","reason","status","license-plate-number","customer-comments"
"2025-03-05T23:42:55+00:00","114-6000580-7535463","G24268-7-Black-6x9-US-V1","B0DBYXH8YW","X004CCN2HB","LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room","1","SDF6","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNH42ZW2S86",
"2025-03-05T22:06:18+00:00","113-0793586-9757002","N1338-1-Orange-8x10-US-V1","B0DBYSVWYJ","X004CCRGQT","LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","TUS1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMDE9396589","It&#39;s more a blanket"
"2025-03-05T16:52:15+00:00","111-5764433-9682636","amzn.gr.N1338-3-Sage_Green-8x1-HAiepe-VG","B0DBZGL9YS","X004CCZCIN","LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","CVG2","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNA5VRFQ121",
"2025-03-05T15:15:59+00:00","113-9157227-8972218","G24267-2-Beige-3x5-US-V1","B0DBVM2KQN","X004CBBRXX","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor","1","FAR1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNAC530577952","Too much blue in the rug. Online didn&#39;t show that."
"2025-03-05T15:07:21+00:00","111-9109843-8150636","G24267-5-Green-9x12-US-V1","B0DBVMLB8P","X004CBDMCH","LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","LEX1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNNL4F4HTVFB","Just too large for space."
"2025-03-05T13:58:33+00:00","114-8589254-9211419","G24268-7-Black-6x9-US-V1","B0DBYXH8YW","X004CCN2HB","LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room","1","HOU3","SELLABLE","SWITCHEROO","Unit returned to inventory","LPNPMDK7689483","No es la calidad que eaperaba. Es delgada y no se mustra como la fotografia. Esperaba algo mejor"
"2025-03-05T12:53:12+00:00","112-1166919-7010669","G24267-5-Green-9x12-US-V1","B0DBVMLB8P","X004CBDMCH","LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","SDF6","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNNH4LZYF3FT","Changed mind"
"2025-03-05T12:12:05+00:00","113-4205650-5770607","G24268-7-Black-6x9-US-V1","B0DBYXH8YW","X004CCN2HB","LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room","1","CVG2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNA5K6YF8N9","Inaccurate website description"
"2025-03-05T09:40:06+00:00","112-0128652-3226677","G24136-13-Grey-3x5-US-V1","B0DBZGGRRH","X004CCX6XB","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Grey Abstract Geometric Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","FAR1","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNAC932183499","Bought the wrong size"
"2025-03-05T05:49:54+00:00","114-6725536-9101840","G24267-2-Beige-6x9-US-V1","B0DBVM7S5P","X004CBGGCF","LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room","1","SDF6","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNK4C2VRYH9",
"2025-03-04T23:21:15+00:00","111-0944638-1821814","N1338-1-Orange-8x10-US-V1","B0DBYSVWYJ","X004CCRGQT","LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","TUS1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPMDF2139842",
"2025-03-04T19:42:09+00:00","111-1154968-7651440","N1338-3-Sage Green-5x7-US-V1","B0DBYV7V8N","X004CCZH29","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","PGA1","SELLABLE","APPAREL_TOO_LARGE","Unit returned to inventory","LPNAC338262376","Jdjej"
"2025-03-04T18:51:16+00:00","112-6836067-7582610","G24267-2-Beige-8x10-US-V1","B0DBVKBXCB","X004CBGG1B","LUXRUG Washable Area Rug 8x10 - Large Cream Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","TEN1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNPMDS9960163",
"2025-03-04T15:38:49+00:00","112-3593852-0675429","G24267-5-Green-8x10-US-V1","B0DBVM69Y6","X004CBGGHP","LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","CVG2","SELLABLE","APPAREL_TOO_LARGE","Unit returned to inventory","LPNNA5DMB9SZ4","RUG LARGER THAN I COULD USE  REORDERED SMALLER SIZE"
"2025-03-04T12:51:33+00:00","111-4203201-7633059","N1338-3-Sage Green-8x10-US-V1","B0DBZGL9YS","X004CCZCIN","LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","CVG2","CUSTOMER_DAMAGED","MISSED_ESTIMATED_DELIVERY","Unit returned to inventory","LPNNA5KSN88WD",
"2025-03-04T01:48:51+00:00","113-6739328-6998641","G24268-7-Black-3x5-US-V1","B0DBYP9F11","X004CCTLNZ","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office","1","LEX2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNA5QNHRV7R",
"2025-03-04T01:27:24+00:00","113-5341616-1818637","N1338-1-Orange-5x7-US-V1","B0DBYYVZMX","X004CCZFYJ","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","MEM3","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNK494DSFRL","The rug doesn&#39;t look like I was expecting. The colors are to light and the rug is to thin."
"2025-03-03T20:55:04+00:00","111-1819938-6235412","N1338-1-Orange-5x7-US-V1","B0DBYYVZMX","X004CCZFYJ","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","EWR7","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRRIY2437733",
"2025-03-03T20:29:34+00:00","114-1214871-9383406","N1338-3-Sage Green-9x12-US-V1","B0DBZ4M9KK","X004CCV07F","LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","CVG2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNA5JRCVF2M","Won’t work with pets"
"2025-03-03T06:46:53+00:00","113-1632305-0329820","N1338-3-Sage Green-5x7-US-V1","B0DBYV7V8N","X004CCZH29","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","LEX2","CUSTOMER_DAMAGED","DAMAGED_BY_FC","Unit returned to inventory","LPNNA5JG8HY6L",
"2025-03-03T05:16:11+00:00","111-3916699-4454626","G24267-2-Beige-6x9-US-V1","B0DBVM7S5P","X004CBGGCF","LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room","1","CVG2","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNH49FT7218",
"2025-03-03T01:29:34+00:00","112-0719661-5074601","N1338-3-Sage Green-3x5-US-V1","B0DBYMRB1C","X004CCZFPN","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","IAH1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNAC035783163","Bought two colors like the other better"
"2025-03-03T00:45:18+00:00","113-2250284-2166666","G24267-5-Green-5x7-US-V1","B0DBVNT5V3","X004CBGERR","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room","1","CHA1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNA5QXJ36W8",
"2025-03-02T20:45:07+00:00","114-7031017-3939407","N1338-1-Orange-9x12-US-V1","B0DBZ56PC3","X004CCV06L","LUXRUG Area Rugs 9x12 Living Room - Large Washable Orange Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","CVG2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNNH4SDR6QJF",
"2025-03-02T18:50:13+00:00","111-0374198-4221033","N1338-3-Sage Green-5x7-US-V1","B0DBYV7V8N","X004CCZH29","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","EWR7","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNRRIZ3064528","Not what I want"
"2025-03-02T17:30:14+00:00","114-1450338-1677051","N1338-7-Grey-8x10-US-V1","B0DQ8FXRDX","X004HY8QCP","LUXRUG Washable Area Rug 8x10 - Large Grey Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","CVG2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNH4BZ9NCL3","It&#39;s not a rug materials. It&#39;s blanket material"
"2025-03-02T15:20:38+00:00","114-4909575-4989051","G24136-7-Beige-5x7-US-V1","B0DBZ76XQH","X004CCX8F7","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Beige Modern Abstract Geometric Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","LAS2","SELLABLE","DEFECTIVE","Unit returned to inventory","LPNPMDR5764015","Low quality"
"2025-03-02T12:55:46+00:00","113-7956645-9345806","N1338-1-Orange-3x5-US-V1","B0DBZ7YNH5","X004CCRHBX","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","MCI7","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNO233769631",
"2025-03-02T03:11:51+00:00","114-4936917-6276259","G24267-1A-Cream-9x12-US-V1","B0DBYZ1P1H","X004CCPQYD","LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Colorful Farmhouse Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","HOU3","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPMDN6838508",
"2025-03-01T20:05:16+00:00","113-5205007-4554601","G24267-1A-Cream-8x10-US-V1","B0DBYVNMF8","X004CCRXK3","LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","TUS1","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNPMDE6032970",
"2025-03-01T20:00:22+00:00","112-3567200-7385806","N1338-1-Orange-8x10-US-V1","B0DBYSVWYJ","X004CCRGQT","LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","SDF6","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNNH453QSYQL",
"2025-03-01T18:26:52+00:00","114-2344386-4448241","G24268-7-Black-6x9-US-V1","B0DBYXH8YW","X004CCN2HB","LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room","1","TEN1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNPMDS3930074",
"2025-03-01T17:11:51+00:00","112-5969720-9758647","N1338-3-Sage Green-5x7-US-V1","B0DBYV7V8N","X004CCZH29","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","LAS2","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNPMDI4041599",
"2025-03-01T14:08:51+00:00","111-9615569-5916236","G24136-7-Beige-6x9-US-V1","B0DBYW49QF","X004CCYGD5","LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Beige Stain Resistant Dining Room Rug Geometric Low-Pile Carpet Soft Modern Rug for Office Nursery Room","1","SDF6","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNK4PW4T8YN",
"2025-03-01T13:31:55+00:00","113-7578003-8900218","N1338-1-Orange-8x10-US-V1","B0DBYSVWYJ","X004CCRGQT","LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor","1","TEN1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNPMDS9920681",
"2025-03-01T06:27:27+00:00","113-6073973-8784246","N1338-3-Sage Green-6x9-US-V1","B0DBYT5KQ7","X004CCUZEJ","LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room","1","CVG2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNNH4511J6N9",
"2025-03-01T03:33:13+00:00","112-0229564-2356253","G24267-5-Green-8x10-US-V1","B0DBVM69Y6","X004CBGGHP","LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","TEN1","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMDO0262610",
"2025-02-28T20:56:42+00:00","111-0599853-2145829","G24268-7-Black-8x10-US-V1","B0DBY8NGRN","X004CCN1OF","LUXRUG Washable Area Rug 8x10 - Large Charcoal Black Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","CVG2","CUSTOMER_DAMAGED","SWITCHEROO","Unit returned to inventory","LPNNH43R3HFN2",
"2025-02-28T20:33:34+00:00","113-0890735-2525058","G24268-7-Black-3x5-US-V1","B0DBYP9F11","X004CCTLNZ","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office","1","LEX2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNA5PG8C7ZP",
"2025-02-28T19:30:21+00:00","114-7706191-0084225","G24267-1A-Cream-6x9-US-V1","B0DBYV567L","X004CCKPG7","LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Colorful Low-Pile Carpet Soft Vinatge Rug for Office Guest Room","1","LEX2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNNA5NFT2ZSY","The rug was a good size and good quality, but the colors did not work with existing furniture."
"2025-02-28T19:13:27+00:00","112-0142323-2232205","G24267-5-Green-9x12-US-V1","B0DBVMLB8P","X004CBDMCH","LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","CVG2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNH4T4CM23P",
"2025-02-28T18:30:12+00:00","111-7124791-0888212","G24267-2-Beige-8x10-US-V1","B0DBVKBXCB","X004CBGG1B","LUXRUG Washable Area Rug 8x10 - Large Cream Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","CVG2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNH47YPFY21",
"2025-02-28T18:18:34+00:00","114-7484129-6596238","N1338-2-Pink-3x5-US-V1","B0DBYLGSS5","X004CCUYSV","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Pink Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","CHA1","SELLABLE","APPAREL_TOO_SMALL","Unit returned to inventory","LPNNA57QZH87C","Doesn’t fit space as expected. Not used just sat in a box until I had time to return!"
"2025-02-28T12:43:27+00:00","702-4689225-8887411","G24136-7-Beige-3x5-US-V1","B0DBZ697XG","X004CCV651","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Beige Abstract Geometric Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","IND8","SELLABLE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNO311796223","Curled edges, won&#39;t flatten"
"2025-02-28T12:03:51+00:00","114-0187908-9281864","N1338-3-Sage Green-3x5-US-V1","B0DBYMRB1C","X004CCZFPN","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","LEX1","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNNA5K3PPDWC","Dingy colors even after washing."
"2025-02-28T11:08:12+00:00","112-5717193-7756244","G24136-13-Grey-5x7-US-V1","B0DBYZM1X6","X004CCV52P","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Grey Modern Abstract Geometric Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","LAS2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMDU6503989","Very thin, not the best quality"
"2025-02-28T08:55:39+00:00","111-2645127-9575417","G24267-5-Green-3x5-US-V1","B0DBVPWW8F","X004CBBSFZ","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor","1","LAS2","SELLABLE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNPMDR5697540","Horrible quality"
"2025-02-28T08:38:47+00:00","112-6848021-1873067","N1338-3-Sage Green-3x5-US-V1","B0DBYMRB1C","X004CCZFPN","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","EWR7","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNRRJA0435931",
"2025-02-28T04:14:14+00:00","112-5535032-8774652","N1338-3-Sage Green-5x7-US-V1","B0DBYV7V8N","X004CCZH29","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","LEX1","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNA5CKV7LLG",
"2025-02-28T01:16:24+00:00","111-7924431-5297823","amzn.gr.G24267-5-Green-5x7-US--qknFI_-VG","B0DBVNT5V3","X004IMJON1","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room","1","LEX2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNNA5M2Y4FPZ","Nice but Not what we are looking for our decor"
"2025-02-27T23:13:59+00:00","111-2568738-7185021","N1338-1-Orange-5x7-US-V1","B0DBYYVZMX","X004CCZFYJ","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","PHX6","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNO323445469",
"2025-02-27T19:24:56+00:00","113-0217172-6841871","G24267-2-Beige-5x7-US-V1","B0DBVNXDMY","X004CBJOSX","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room","1","FAR1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNAC181439826","There&#39;s a lot of blue tones in the rug but the picture online didn&#39;t show that."
"2025-02-27T16:27:49+00:00","111-2766020-1051427","N1338-2-Pink-6x9-US-V1","B0DBYZKLW1","X004CCZC0B","LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Pink Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room","1","MEM3","CUSTOMER_DAMAGED","APPAREL_TOO_SMALL","Unit returned to inventory","LPNNL47NKFT3Z",
"2025-02-27T16:23:59+00:00","112-5308042-5277861","G24267-2-Beige-9x12-US-V1","B0DBVN24HV","X004CBJR4J","LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor","1","MCI7","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNO239944294","Too big...chose the 8x10 instead"
"2025-02-27T16:18:12+00:00","701-8704600-8133020","N1338-3-Sage Green-3x5-US-V1","B0DBYMRB1C","X004CCZFPN","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","IND8","SELLABLE","NOT_COMPATIBLE","Unit returned to inventory","LPNO318645477","Doesn’t match my previous one"
"2025-02-27T14:44:11+00:00","111-5598563-9377850","N1338-2-Pink-5x7-US-V1","B0DBZ526W9","X004CCZF4T","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Pink Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","PHX6","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNPMAY2301349",
"2025-02-27T13:44:02+00:00","111-8414673-7561859","N1338-2-Pink-5x7-US-V1","B0DBZ526W9","X004CCZF4T","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Pink Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","LEX1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNA5K6VYDY5","looks like a blanket not a rug"
"2025-02-27T11:29:49+00:00","111-8175487-0847443","N1338-3-Sage Green-3x5-US-V1","B0DBYMRB1C","X004CCZFPN","LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor","1","IND8","SELLABLE","APPAREL_TOO_SMALL","Unit returned to inventory","LPNO311587125","Too small for the space needed"
"2025-02-27T02:02:14+00:00","111-3064479-9054649","N1338-3-Sage Green-5x7-US-V1","B0DBYV7V8N","X004CCZH29","LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room","1","MEM3","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNNL4RZYXYV3",
"2025-02-26T18:30:31+00:00","114-7231281-0294638","N1338-1-Orange-6x9-US-V1","B0DBZ5DYF4","X004CCRG7N","LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Orange Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room","1","HOU3","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNPMDG0992732",
